Team,Day,EFG,TOV,ORB,FTFGA,O_Team,Won
Kentucky,82,0.5,0.135869565217,0.611111111111,0.487179487179,South Carolina,1
Kentucky,103,0.546296296296,0.167612171222,0.783783783784,0.333333333333,South Carolina,1
Texas A&M,110,0.511627906977,0.205882352941,0.682926829268,0.418604651163,South Carolina,1
LSU,86,0.510416666667,0.187427912341,0.595238095238,0.3125,South Carolina,1
Arkansas,92,0.408450704225,0.100356824264,0.697674418605,0.239436619718,South Carolina,1
Arkansas,122,0.515384615385,0.142045454545,0.692307692308,0.169230769231,South Carolina,1
Charlotte,18,0.490566037736,0.206825232678,0.709677419355,0.245283018868,South Carolina,1
Mississippi,68,0.479591836735,0.145602795574,0.777777777778,0.367346938776,South Carolina,1
Georgia,130,0.520408163265,0.101803374055,0.69696969697,0.469387755102,South Carolina,1
Tennessee,78,0.7,0.26364764268,0.555555555556,0.25,South Carolina,1
Vanderbilt,96,0.511904761905,0.154416306362,0.884615384615,0.52380952381,South Carolina,1
Akron,27,0.548076923077,0.173056443024,0.8,0.288461538462,Bryant,1
Brown,33,0.432692307692,0.165310274669,0.736842105263,0.461538461538,Bryant,1
Connecticut,11,0.518518518519,0.145264381174,0.888888888889,0.185185185185,Bryant,1
Pittsburgh,91,0.508474576271,0.0817884405671,0.904761904762,0.203389830508,Bryant,1
Sacred Heart,82,0.627118644068,0.0574712643678,0.684210526316,0.152542372881,Bryant,1
Sacred Heart,96,0.515625,0.146264626463,0.771428571429,0.28125,Bryant,1
Vermont,23,0.628205128205,0.247116968699,0.810810810811,0.615384615385,Bryant,1
Robert Morris,110,0.525423728814,0.108049702863,0.68,0.237288135593,Bryant,1
Robert Morris,124,0.508928571429,0.165745856354,0.730769230769,0.160714285714,Bryant,1
Harvard,78,0.445454545455,0.111420612813,0.724137931034,0.309090909091,Bryant,1
Yale,30,0.51,0.139977603583,0.766666666667,0.32,Bryant,1
Mt St Mary's,103,0.544642857143,0.10989010989,0.739130434783,0.25,Bryant,1
St Francis PA,87,0.645833333333,0.150693188668,0.621621621622,0.270833333333,Bryant,1
Dartmouth,58,0.5,0.105596620908,0.794117647059,0.381818181818,Bryant,1
St Francis NY,63,0.52,0.199543899658,0.794117647059,0.22,Bryant,1
Akron,29,0.508928571429,0.162262401484,0.8125,0.428571428571,Ark Pine Bluff,1
Hawaii,11,0.522388059701,0.174291938998,0.722222222222,0.223880597015,Ark Pine Bluff,1
High Point,12,0.606382978723,0.221483942414,0.62962962963,0.36170212766,Ark Pine Bluff,1
Michigan St,33,0.7,0.225338007011,0.828571428571,0.3,Ark Pine Bluff,1
Stanford,56,0.622448979592,0.196188340807,0.814814814815,0.265306122449,Ark Pine Bluff,1
Texas Tech,46,0.520833333333,0.193498452012,0.78125,0.458333333333,Ark Pine Bluff,1
Valparaiso,18,0.520408163265,0.235587583149,0.739130434783,0.163265306122,Ark Pine Bluff,1
Air Force,40,0.732558139535,0.207223208999,0.84,0.395348837209,Ark Pine Bluff,1
Ohio,22,0.489795918367,0.24727992087,0.815789473684,0.428571428571,Ark Pine Bluff,1
C Michigan,20,0.597826086957,0.23249452954,0.676470588235,0.434782608696,Ark Pine Bluff,1
Jackson St,91,0.517857142857,0.220913107511,0.714285714286,0.196428571429,Ark Pine Bluff,1
Alabama St,68,0.583333333333,0.213333333333,0.75,0.375,Ark Pine Bluff,1
Alabama St,96,0.467391304348,0.168743509865,0.772727272727,0.652173913043,Ark Pine Bluff,1
TX Southern,110,0.380952380952,0.227151256013,0.783783783784,0.571428571429,Ark Pine Bluff,1
MS Valley St,61,0.489795918367,0.243215565796,0.619047619048,0.387755102041,Ark Pine Bluff,1
Abilene Chr,50,0.644444444444,0.256996002284,0.666666666667,0.244444444444,Ark Pine Bluff,1
Prairie View,112,0.580357142857,0.211232604374,0.607142857143,0.25,Ark Pine Bluff,1
Southern Univ,75,0.541666666667,0.152354570637,0.676470588235,0.375,Ark Pine Bluff,1
Southern Univ,103,0.537735849057,0.203355363498,0.742857142857,0.320754716981,Ark Pine Bluff,1
Alabama A&M,70,0.421568627451,0.172413793103,0.642857142857,0.156862745098,Ark Pine Bluff,1
Akron,31,0.554545454545,0.125139043382,0.903225806452,0.218181818182,W Illinois,1
Pacific,11,0.451612903226,0.13164193394,0.794871794872,0.274193548387,W Illinois,1
Oral Roberts,68,0.38,0.120256547301,0.857142857143,0.56,W Illinois,1
Oral Roberts,101,0.483606557377,0.159525979945,0.862068965517,0.295081967213,W Illinois,1
Denver,72,0.597826086957,0.141065830721,0.9,0.282608695652,W Illinois,1
Denver,110,0.520833333333,0.0537249283668,0.851851851852,0.1875,W Illinois,1
NE Omaha,103,0.454545454545,0.105189340813,0.794871794872,0.257575757576,W Illinois,1
IL Chicago,14,0.398148148148,0.14146090535,0.756756756757,0.444444444444,W Illinois,1
IPFW,117,0.660714285714,0.109229929001,0.806451612903,0.178571428571,W Illinois,1
William & Mary,22,0.609090909091,0.188253012048,0.846153846154,0.290909090909,W Illinois,1
Cleveland St,34,0.567307692308,0.175107758621,0.84,0.326923076923,W Illinois,1
IUPUI,115,0.554545454545,0.222441917944,0.85,0.181818181818,W Illinois,1
N Dakota St,74,0.459183673469,0.119189511323,0.9375,0.326530612245,W Illinois,1
N Dakota St,90,0.454545454545,0.0982594048287,0.785714285714,0.254545454545,W Illinois,1
S Dakota St,65,0.563636363636,0.172231054584,0.80487804878,0.236363636364,W Illinois,1
S Dakota St,107,0.645454545455,0.15243902439,0.931034482759,0.145454545455,W Illinois,1
S Dakota St,124,0.560606060606,0.131578947368,0.793103448276,0.19696969697,W Illinois,1
Memphis,50,0.516129032258,0.135201573255,0.833333333333,0.225806451613,W Illinois,1
South Dakota,80,0.396551724138,0.10157440325,0.875,0.379310344828,W Illinois,1
South Dakota,94,0.549180327869,0.120967741935,0.838709677419,0.131147540984,W Illinois,1
Akron,57,0.453125,0.19118308592,0.814814814815,0.1875,Marshall,1
Louisiana Tech,89,0.538461538462,0.154467680608,0.621621621622,0.169230769231,Marshall,1
Louisville,18,0.407142857143,0.0726442507264,0.590909090909,0.4,Marshall,1
Penn St,33,0.472727272727,0.158382066277,0.8,0.381818181818,Marshall,1
South Carolina,28,0.507936507937,0.169376693767,0.595238095238,0.206349206349,Marshall,1
West Virginia,41,0.412280701754,0.172493100276,0.7,0.385964912281,Marshall,1
Nevada,49,0.485074626866,0.159778440562,0.76,0.268656716418,Marshall,1
Old Dominion,66,0.568965517241,0.216505348956,0.862068965517,0.103448275862,Marshall,1
Old Dominion,122,0.525862068966,0.193798449612,0.75,0.103448275862,Marshall,1
WKU,62,0.547619047619,0.191441441441,0.756756756757,0.190476190476,Marshall,1
WKU,128,0.416666666667,0.155279503106,0.692307692308,0.15,Marshall,1
Charlotte,68,0.61320754717,0.157894736842,0.756097560976,0.22641509434,Marshall,1
Charlotte,124,0.434782608696,0.115838247683,0.769230769231,0.376811594203,Marshall,1
Florida Intl,73,0.480769230769,0.200300450676,0.608695652174,0.307692307692,Marshall,1
Cleveland St,25,0.491071428571,0.134480903712,0.666666666667,0.232142857143,Marshall,1
Morehead St,23,0.584905660377,0.165985699694,0.794871794872,0.283018867925,Marshall,1
MTSU,108,0.626865671642,0.101884870097,0.888888888889,0.089552238806,Marshall,1
UT San Antonio,80,0.54,0.193423597679,0.864864864865,0.56,Marshall,1
UAB,110,0.431818181818,0.127551020408,0.725,0.227272727273,Marshall,1
Arkansas St,47,0.412280701754,0.167144221585,0.723404255319,0.350877192982,Marshall,1
FL Atlantic,75,0.563636363636,0.112107623318,0.766666666667,0.254545454545,Marshall,1
Akron,61,0.5,0.120948234156,0.69696969697,0.253968253968,Coppin St,1
Connecticut,41,0.623076923077,0.184577522559,0.8125,0.384615384615,Coppin St,1
E Kentucky,57,0.481818181818,0.19250513347,0.75,0.236363636364,Coppin St,1
Hofstra,37,0.643939393939,0.163043478261,0.857142857143,0.30303030303,Coppin St,1
Illinois,13,0.655405405405,0.0985113835377,0.714285714286,0.22972972973,Coppin St,1
Notre Dame,16,0.729508196721,0.11421319797,0.704545454545,0.245901639344,Coppin St,1
Oregon,11,0.657534246575,0.120244862265,0.720930232558,0.150684931507,Coppin St,1
Delaware St,122,0.620967741935,0.151712180321,0.857142857143,0.435483870968,Coppin St,1
Denver,20,0.663265306122,0.206043956044,0.764705882353,0.30612244898,Coppin St,1
E Michigan,50,0.5,0.133037694013,0.595744680851,0.338461538462,Coppin St,1
Michigan,49,0.547169811321,0.156985871272,0.878787878788,0.264150943396,Coppin St,1
Towson,30,0.480769230769,0.198500220556,0.744186046512,0.653846153846,Coppin St,1
Evansville,55,0.574074074074,0.231696014829,0.789473684211,0.425925925926,Coppin St,1
MD E Shore,89,0.62037037037,0.150532654006,0.805555555556,0.462962962963,Coppin St,1
Savannah St,98,0.68085106383,0.178147268409,0.689655172414,0.191489361702,Coppin St,1
Hampton,33,0.439655172414,0.222457627119,0.804347826087,0.344827586207,Coppin St,1
Norfolk St,35,0.611111111111,0.174581005587,0.847826086957,0.174603174603,Coppin St,1
Norfolk St,110,0.7,0.153846153846,0.828571428571,0.4,Coppin St,1
Bethune-Cookman,75,0.349056603774,0.264367816092,0.634146341463,0.396226415094,Coppin St,1
Howard,68,0.5,0.255598831548,0.6875,0.613636363636,Coppin St,1
Howard,103,0.597826086957,0.234497133924,0.806451612903,0.478260869565,Coppin St,1
NC Central,82,0.531746031746,0.120948234156,0.823529411765,0.190476190476,Coppin St,1
NC Central,128,0.620689655172,0.136747886624,0.870967741935,0.327586206897,Coppin St,1
Akron,64,0.571428571429,0.127262443439,0.758620689655,0.142857142857,W Michigan,1
Akron,82,0.508928571429,0.16900676027,0.789473684211,0.25,W Michigan,1
Akron,128,0.511111111111,0.160051216389,0.74358974359,0.266666666667,W Michigan,1
Buffalo,85,0.477611940299,0.0975134080936,0.666666666667,0.194029850746,W Michigan,1
Northwestern,47,0.481481481481,0.0984251968504,0.6875,0.277777777778,W Michigan,1
Bowling Green,99,0.526315789474,0.198622881356,0.764705882353,0.0877192982456,W Michigan,1
San Diego,21,0.627906976744,0.248301097752,0.641025641026,0.53488372093,W Michigan,1
Northeastern,33,0.517857142857,0.117739403454,0.833333333333,0.410714285714,W Michigan,1
Toledo,110,0.645454545455,0.127877237852,0.793103448276,0.472727272727,W Michigan,1
E Michigan,89,0.5,0.132352941176,0.766666666667,0.4375,W Michigan,1
C Michigan,96,0.528301886792,0.10239906378,0.677419354839,0.264150943396,W Michigan,1
N Illinois,120,0.53125,0.171135196805,0.666666666667,0.291666666667,W Michigan,1
Long Beach St,24,0.540816326531,0.226622137405,0.725,0.408163265306,W Michigan,1
Akron,72,0.636363636364,0.231080300404,0.641025641026,0.25,Bowling Green,1
Akron,89,0.482456140351,0.163152610442,0.78125,0.245614035088,Bowling Green,1
Buffalo,110,0.4375,0.0957330415755,0.806451612903,0.339285714286,Bowling Green,1
Buffalo,123,0.516949152542,0.164088138772,0.666666666667,0.271186440678,Bowling Green,1
Dayton,36,0.380434782609,0.157683486239,0.769230769231,0.45652173913,Bowling Green,1
Kent,120,0.663461538462,0.133136094675,0.666666666667,0.230769230769,Bowling Green,1
WKU,30,0.47,0.240141557128,0.74358974359,0.3,Bowling Green,1
Miami OH,107,0.451923076923,0.15227021041,0.69696969697,0.384615384615,Bowling Green,1
Toledo,82,0.482142857143,0.141025641026,0.707317073171,0.303571428571,Bowling Green,1
E Michigan,128,0.467213114754,0.0906266183325,0.761904761905,0.262295081967,Bowling Green,1
Akron,75,0.566666666667,0.161364684186,0.821428571429,0.233333333333,C Michigan,1
Buffalo,131,0.573770491803,0.108173076923,0.821428571429,0.311475409836,C Michigan,1
Bowling Green,93,0.603773584906,0.28557829605,0.702702702703,0.22641509434,C Michigan,1
Kent,85,0.525,0.248207391065,0.885714285714,0.525,C Michigan,1
W Michigan,123,0.635416666667,0.212826333712,0.676470588235,0.270833333333,C Michigan,1
N Illinois,117,0.613636363636,0.154894671623,0.666666666667,0.431818181818,C Michigan,1
Bradley,29,0.608695652174,0.20325203252,0.939393939394,0.608695652174,C Michigan,1
Ball St,68,0.638888888889,0.149945474373,0.862068965517,0.259259259259,C Michigan,1
Akron,85,0.481818181818,0.17955801105,0.862068965517,0.109090909091,Ball St,1
Buffalo,93,0.5,0.141776937618,0.617647058824,0.389830508475,Ball St,1
San Diego St,47,0.480769230769,0.188064192578,0.68,0.384615384615,Ball St,1
Utah,11,0.65306122449,0.173697270471,0.689655172414,0.530612244898,Ball St,1
Valparaiso,40,0.422413793103,0.0671681891456,0.838709677419,0.275862068966,Ball St,1
Bowling Green,75,0.40625,0.156161272005,0.702702702703,0.395833333333,Ball St,1
Bowling Green,103,0.62962962963,0.0757116898849,0.863636363636,0.203703703704,Ball St,1
Bowling Green,126,0.637254901961,0.100171722954,0.807692307692,0.450980392157,Ball St,1
Kent,82,0.551020408163,0.15142337977,0.692307692308,0.183673469388,Ball St,1
Kent,107,0.5,0.186799501868,0.65625,0.348837209302,Ball St,1
Ohio,79,0.755319148936,0.215889464594,0.636363636364,0.234042553191,Ball St,1
Miami OH,89,0.630434782609,0.122249388753,0.7,0.45652173913,Ball St,1
Toledo,96,0.563829787234,0.184240362812,0.818181818182,0.404255319149,Ball St,1
Toledo,117,0.526315789474,0.133475707421,0.820512820513,0.175438596491,Ball St,1
E Michigan,120,0.54347826087,0.217643644806,0.586206896552,0.369565217391,Ball St,1
James Madison,44,0.537735849057,0.176918889494,0.846153846154,0.283018867925,Ball St,1
C Michigan,110,0.7,0.0669792364367,0.586206896552,0.26,Ball St,1
IUPUI,19,0.462686567164,0.171860678277,0.535714285714,0.134328358209,Ball St,1
W Michigan,72,0.566176470588,0.132508833922,0.685714285714,0.264705882353,Ball St,1
W Michigan,113,0.426829268293,0.169857936998,0.636363636364,0.439024390244,Ball St,1
N Illinois,99,0.63829787234,0.149970005999,0.76,0.31914893617,Ball St,1
N Illinois,123,0.44,0.198876930276,0.818181818182,0.54,Ball St,1
E Illinois,30,0.478723404255,0.156427758817,0.702702702703,0.340425531915,Ball St,1
Akron,96,0.555555555556,0.120902740462,0.689655172414,0.277777777778,Buffalo,1
Kentucky,13,0.459016393443,0.164473684211,0.866666666667,0.245901639344,Buffalo,1
West Virginia,137,0.5,0.164654226125,0.714285714286,0.387755102041,Buffalo,1
Wisconsin,55,0.474576271186,0.1100110011,0.705882352941,0.203389830508,Buffalo,1
Ohio,82,0.471698113208,0.166574125486,0.575757575758,0.245283018868,Buffalo,1
St Bonaventure,30,0.508620689655,0.103305785124,0.8125,0.224137931034,Buffalo,1
Toledo,99,0.75,0.221008840354,0.647058823529,0.269230769231,Buffalo,1
C Michigan,79,0.678571428571,0.160857908847,0.818181818182,0.142857142857,Buffalo,1
C Michigan,103,0.557692307692,0.182863113898,0.485714285714,0.326923076923,Buffalo,1
W Michigan,68,0.535714285714,0.148588410104,0.648648648649,0.321428571429,Buffalo,1
Akron,99,0.454545454545,0.0755743651753,0.655172413793,0.2,Kent,1
Akron,129,0.393617021277,0.0495376486129,0.709677419355,0.340425531915,Kent,1
Buffalo,88,0.548387096774,0.115979381443,0.542857142857,0.193548387097,Kent,1
Buffalo,117,0.576923076923,0.18156424581,0.710526315789,0.211538461538,Kent,1
Kansas,57,0.532786885246,0.175070028011,0.8,0.213114754098,Kent,1
UTEP,49,0.579545454545,0.195822454308,0.707317073171,0.613636363636,Kent,1
Bowling Green,65,0.5,0.141163184641,0.571428571429,0.178571428571,Kent,1
Miami OH,113,0.490566037736,0.0882056451613,0.74358974359,0.641509433962,Kent,1
W Michigan,93,0.56,0.124688279302,0.709677419355,0.22,Kent,1
Yale,20,0.578947368421,0.219160926738,0.733333333333,0.578947368421,Kent,1
Loyola-Chicago,26,0.585106382979,0.195640022359,0.567567567568,0.297872340426,Kent,1
Akron,116,0.527777777778,0.125348189415,0.655172413793,0.240740740741,Ohio,1
Buffalo,120,0.561643835616,0.0700934579439,0.90625,0.150684931507,Ohio,1
G Washington,49,0.515873015873,0.101368474404,0.805555555556,0.190476190476,Ohio,1
Bowling Green,68,0.508474576271,0.11135857461,0.789473684211,0.152542372881,Ohio,1
Bowling Green,113,0.476923076923,0.110456553756,0.735294117647,0.215384615385,Ohio,1
Kent,75,0.472727272727,0.0947482403898,0.741935483871,0.309090909091,Ohio,1
Kent,110,0.443396226415,0.151098901099,0.764705882353,0.320754716981,Ohio,1
St Bonaventure,33,0.517857142857,0.092936802974,0.657142857143,0.392857142857,Ohio,1
Miami OH,103,0.602040816327,0.0903070439494,0.733333333333,0.367346938776,Ohio,1
Nebraska,52,0.490196078431,0.148890092041,0.909090909091,0.411764705882,Ohio,1
Toledo,72,0.469696969697,0.0734573947111,0.689655172414,0.272727272727,Ohio,1
Belmont,26,0.631578947368,0.109709270433,0.787878787879,0.19298245614,Ohio,1
E Michigan,85,0.5234375,0.148441365661,0.755555555556,0.140625,Ohio,1
FL Gulf Coast,16,0.55737704918,0.149925037481,0.771428571429,0.180327868852,Ohio,1
C Michigan,89,0.5625,0.110558319514,0.703703703704,0.196428571429,Ohio,1
C Michigan,99,0.446428571429,0.119808306709,0.766666666667,0.321428571429,Ohio,1
Evansville,45,0.537037037037,0.174302788845,0.74358974359,0.425925925926,Ohio,1
W Michigan,107,0.601851851852,0.182291666667,0.838709677419,0.277777777778,Ohio,1
W Michigan,126,0.526315789474,0.0801282051282,0.805555555556,0.385964912281,Ohio,1
N Illinois,65,0.481132075472,0.17177589852,0.75,0.358490566038,Ohio,1
Akron,126,0.647058823529,0.217391304348,0.655172413793,0.196078431373,N Illinois,1
Buffalo,72,0.551724137931,0.0786163522013,0.594594594595,0.310344827586,N Illinois,1
DePaul,29,0.644230769231,0.201396348013,0.551724137931,0.211538461538,N Illinois,1
Iowa,23,0.509259259259,0.172505307856,0.512820512821,0.277777777778,N Illinois,1
Notre Dame,49,0.696428571429,0.145966029724,0.694444444444,0.232142857143,N Illinois,1
Bowling Green,85,0.5,0.167376749848,0.740740740741,0.142857142857,N Illinois,1
Bowling Green,96,0.561224489796,0.196188340807,0.65625,0.285714285714,N Illinois,1
Kent,68,0.53488372093,0.236505286589,0.5,0.488372093023,N Illinois,1
Miami OH,82,0.534090909091,0.210970464135,0.625,0.295454545455,N Illinois,1
Toledo,89,0.540816326531,0.193199381762,0.72972972973,0.551020408163,N Illinois,1
E Michigan,75,0.371794871795,0.170489770614,0.666666666667,0.641025641026,N Illinois,1
E Michigan,110,0.489361702128,0.145502645503,0.833333333333,0.574468085106,N Illinois,1
C Michigan,107,0.597826086957,0.203488372093,0.62962962963,0.282608695652,N Illinois,1
W Michigan,103,0.470588235294,0.121490280778,0.71875,0.411764705882,N Illinois,1
Dartmouth,46,0.419642857143,0.109229929001,0.740740740741,0.196428571429,N Illinois,1
E Illinois,40,0.573170731707,0.263157894737,0.583333333333,0.292682926829,N Illinois,1
Alabama,11,0.515873015873,0.100806451613,0.606060606061,0.269841269841,Towson,1
Elon,123,0.532786885246,0.0825082508251,0.538461538462,0.147540983607,Towson,1
F Dickinson,56,0.473684210526,0.0343406593407,0.333333333333,0.171052631579,Towson,1
Hofstra,107,0.510204081633,0.105988341282,0.772727272727,0.755102040816,Towson,1
Temple,37,0.454545454545,0.0785340314136,0.558139534884,0.472727272727,Towson,1
Georgetown,34,0.656862745098,0.161384976526,0.608695652174,0.21568627451,Towson,1
La Salle,47,0.411764705882,0.122950819672,0.588235294118,0.490196078431,Towson,1
Northeastern,68,0.532608695652,0.196463654224,0.647058823529,0.0652173913043,Towson,1
Northeastern,93,0.685714285714,0.217391304348,0.84375,0.6,Towson,1
James Madison,61,0.628205128205,0.215374420146,0.625,0.307692307692,Towson,1
James Madison,96,0.46875,0.130662020906,0.58064516129,0.375,Towson,1
UNC Wilmington,82,0.409836065574,0.108173076923,0.694444444444,0.311475409836,Towson,1
UNC Wilmington,110,0.52,0.0752558699579,0.636363636364,0.42,Towson,1
William & Mary,75,0.7,0.136612021858,0.571428571429,0.488888888889,Towson,1
William & Mary,114,0.540816326531,0.124069478908,0.684210526316,0.244897959184,Towson,1
Drexel,66,0.440476190476,0.0539956803456,0.714285714286,0.428571428571,Towson,1
Drexel,99,0.453488372093,0.0887154009936,0.428571428571,0.325581395349,Towson,1
Navy,49,0.422222222222,0.121654501217,0.675675675676,0.511111111111,Towson,1
Delaware,72,0.427083333333,0.155520995334,0.72972972973,0.541666666667,Towson,1
Delaware,117,0.471698113208,0.148407987048,0.571428571429,0.283018867925,Towson,1
Alabama,14,0.489795918367,0.181862269641,0.611111111111,0.65306122449,W Carolina,1
Charleston So,28,0.555555555556,0.173518419648,0.805555555556,0.222222222222,W Carolina,1
Mississippi St,11,0.513513513514,0.230946882217,0.756756756757,0.756756756757,W Carolina,1
VMI,110,0.594594594595,0.169683257919,0.575,0.337837837838,W Carolina,1
Wright St,45,0.5,0.159914712154,0.717948717949,0.232142857143,W Carolina,1
Minnesota,32,0.638888888889,0.16856846473,0.535714285714,0.277777777778,W Carolina,1
Wofford,75,0.465517241379,0.14721627409,0.815789473684,0.137931034483,W Carolina,1
Wofford,103,0.62037037037,0.078320802005,0.605263157895,0.148148148148,W Carolina,1
Wofford,125,0.644736842105,0.19975414874,0.621621621622,0.631578947368,W Carolina,1
Furman,115,0.315217391304,0.188726723704,0.549019607843,0.521739130435,W Carolina,1
Samford,82,0.530612244898,0.17491926803,0.518518518519,0.530612244898,W Carolina,1
Samford,94,0.540816326531,0.19541427827,0.724137931034,0.469387755102,W Carolina,1
Vanderbilt,43,0.648936170213,0.205016883743,0.740740740741,0.808510638298,W Carolina,1
ETSU,30,0.584745762712,0.138185168125,0.6,0.457627118644,W Carolina,1
ETSU,73,0.678571428571,0.234619395203,0.645161290323,0.619047619048,W Carolina,1
Georgia St,22,0.532786885246,0.074812967581,0.666666666667,0.327868852459,W Carolina,1
Chattanooga,66,0.488095238095,0.220628792057,0.675675675676,0.595238095238,W Carolina,1
Alabama,17,0.663265306122,0.193798449612,0.84375,0.326530612245,Southern Miss,1
Louisiana Tech,61,0.591666666667,0.0831485587583,0.8125,0.2,Southern Miss,1
Louisiana Tech,122,0.491803278689,0.117493472585,0.533333333333,0.196721311475,Southern Miss,1
Marshall,87,0.570175438596,0.186766275347,0.810810810811,0.0701754385965,Southern Miss,1
UTEP,68,0.673469387755,0.125786163522,0.828571428571,0.163265306122,Southern Miss,1
LSU,56,0.535211267606,0.142794376098,0.8,0.154929577465,Southern Miss,1
Old Dominion,108,0.567307692308,0.203962703963,0.8,0.0961538461538,Southern Miss,1
WKU,89,0.5,0.181629475869,0.653846153846,0.489795918367,Southern Miss,1
Charlotte,110,0.515625,0.162337662338,0.769230769231,0.078125,Southern Miss,1
Rhode Island,33,0.625,0.144843568946,0.714285714286,0.192307692308,Southern Miss,1
Florida Intl,101,0.54,0.125418060201,0.689655172414,0.38,Southern Miss,1
Jackson St,45,0.520833333333,0.235109717868,0.782608695652,0.333333333333,Southern Miss,1
Rice,80,0.579545454545,0.211726384365,0.821428571429,0.159090909091,Southern Miss,1
MTSU,73,0.588888888889,0.189993666878,0.818181818182,0.2,Southern Miss,1
MTSU,94,0.488636363636,0.192421551214,0.782608695652,0.409090909091,Southern Miss,1
UT San Antonio,66,0.697916666667,0.178997613365,0.84,0.208333333333,Southern Miss,1
Drexel,27,0.54,0.172847265871,0.787878787879,0.1,Southern Miss,1
UAB,75,0.48,0.145348837209,0.76,0.3,Southern Miss,1
UAB,96,0.43,0.149105367793,0.6,0.7,Southern Miss,1
Georgia St,48,0.5,0.114744693058,0.72,0.214285714286,Southern Miss,1
Alabama,22,0.5,0.125418060201,0.75,0.52,Arizona St,1
